"SDOH Category","Resource","Resource Element","Code System","Code","Description","Grouping","Definition","Is Panel Code","Is Multiselect"
"Food Insecurity","ObservationSR","Observation.code","LOINC","95255-6","In the last 12 months, how often did you not eat for a whole day because there wasn't enough money for food [U.S. FSS]","","","",""
"Food Insecurity","ObservationSR","Observation.code","LOINC","95253-1","In the last 12 months, did you lose weight because there wasn't enough money for food [U.S. FSS]","","","",""
"Food Insecurity","ObservationSR","Observation.code","LOINC","95247-3","Which of these statements best describes the food eaten in your household in the last 12 months [U.S. FSS]","","","",""
"Food Insecurity","ObservationSR","Observation.code","LOINC","95252-3","In the last 12 months, were you ever hungry but didn't eat because there wasn't enough money for food [U.S. FSS]","","","",""
"Food Insecurity","ObservationSR","Observation.code","LOINC","95251-5","In the last 12 months, did you ever eat less than you felt you should because there wasn't enough money for food [U.S. FSS]","","","",""
"Food Insecurity","ObservationSR","Observation.code","LOINC","95250-7","In the last 12 months, how often did you cut the size of your meals or skip meals because there wasn't enough money for food [U.S. FSS]","","","",""
"Food Insecurity","ObservationSR","Observation.code","LOINC","95249-9","In the last 12 months, did you ever cut the size of your meals or skip meals because there wasn't enough money for food [U.S. FSS]","","","",""
"Food Insecurity","ObservationSR","Observation.code","LOINC","95248-1","In the last 12 months, we couldn't afford to eat balanced meals [U.S. FSS]","","","",""
"Food Insecurity","ObservationSR","Observation.code","LOINC","96576-4","U.S. Child Food Security Survey [U.S. FSS - Child]","","Yes","",""
"Food Insecurity","ObservationSR","Observation.code","LOINC","96577-2","During the last month were you hungry but didn't eat because your family didn't have enough food [U.S. FSS - Child]","","","",""
"Food Insecurity","ObservationSR","Observation.code","LOINC","95257-2","In the last 12 months, I couldn't feed my children a balanced meal, because I couldn't afford that [U.S. FSS]","","","",""
"Food Insecurity","ObservationSR","Observation.code","LOINC","95256-4","In the last 12 months, I relied on only a few kinds of low-cost food to feed my children because I was running out of money to buy food [U.S. FSS]","","","",""
"Food Insecurity","ObservationSR","Observation.code","LOINC","95353-9","U.S. Adult Food Security Survey [U.S. FSS]","","Yes","",""
"Food Insecurity","ObservationSR","Observation.code","LOINC","88121-9","Hunger Vital Sign [HVS]","","Yes","",""
"Food Insecurity","ObservationSR","Observation.code","LOINC","93031-3","Have you or any family members you live with been unable to get any of the following when it was really needed in past 1 year [PRAPARE]","","","yes",""
"Food Insecurity","ObservationSR","Observation.code","LOINC","95246-5","U.S. Household Food Security Survey [U.S. FSS]","","Yes","",""
"Food Insecurity","ObservationSR","Observation.code","LOINC","95361-2","U.S. Household Food Security Survey - Six-Item Short Form [U.S. FSS]","","Yes","",""
"Food Insecurity","ObservationSR","Observation.code","LOINC","95265-5","In the last 12 months, did you ever cut the size of any of the children's meals or skip meals because there wasn't enough money for food [U.S. FSS]","","","",""
"Food Insecurity","ObservationSR","Observation.code","LOINC","88122-7","Within the past 12 months we worried whether our food would run out before we got money to buy more [U.S. FSS]","","","",""
"Food Insecurity","ObservationSR","Observation.code","LOINC","88123-5","Within the past 12 months the food we bought just didn't last and we didn't have money to get more [U.S. FSS]","","","",""
"Food Insecurity","ObservationSR","Observation.code","LOINC","88124-3","Food insecurity risk [HVS]","","","",""
"Food Insecurity","ObservationSR","Observation.code","LOINC","93025-5","Protocol for Responding to and Assessing Patients' Assets, Risks, and Experiences [PRAPARE]","","Yes","",""
"Food Insecurity","ObservationSR","Observation.component.code","LOINC","93031-3","Have you or any family members you live with been unable to get any of the following when it was really needed in past 1 year [PRAPARE]","","","yes",""
"Food Insecurity","ObservationSR","Observation.component.value","LOINC","LA30125-1","Food","","","yes",""
"Food Insecurity","ObservationSR","Observation.component.value","LOINC","LA30122-8","I choose not to answer","","","yes",""
"Food Insecurity","ObservationSR","Observation.value","LOINC","LA33-6","No","","","",""
"Food Insecurity","ObservationSR","Observation.value","LOINC","LA30972-6","Only 1 or 2 months","","","",""
"Food Insecurity","ObservationSR","Observation.value","LOINC","LA30964-3","Enough of the kinds of food we want to eat","","","",""
"Food Insecurity","ObservationSR","Observation.value","LOINC","LA30971-8","Some months but not every month","","","",""
"Food Insecurity","ObservationSR","Observation.value","LOINC","LA30965-0","Enough but not always the kinds of food we want","","","",""
"Food Insecurity","ObservationSR","Observation.value","LOINC","LA14226-7","DK","","","",""
"Food Insecurity","ObservationSR","Observation.value","LOINC","LA32-8","Yes","","","",""
"Food Insecurity","ObservationSR","Observation.value","LOINC","LA19983-8","No risk","","","",""
"Food Insecurity","ObservationSR","Observation.value","LOINC","LA19952-3","At risk","","","",""
"Food Insecurity","ObservationSR","Observation.value","LOINC","LA30968-4","DK or Refused","","","",""
"Food Insecurity","ObservationSR","Observation.value","LOINC","LA28398-8","Never true","","","",""
"Food Insecurity","ObservationSR","Observation.value","LOINC","LA28397-0","Often true","","","",""
"Food Insecurity","ObservationSR","Observation.value","LOINC","LA30970-0","Almost every month","","","",""
"Food Insecurity","ObservationSR","Observation.value","LOINC","LA30967-6","Often not enough to eat","","","",""
"Food Insecurity","ObservationSR","Observation.value","LOINC","LA6270-8","Never","","","",""
"Food Insecurity","ObservationSR","Observation.value","LOINC","LA10082-8","Sometimes","","","",""
"Food Insecurity","ObservationSR","Observation.value","LOINC","LA14468-5","A lot","","","",""
"Food Insecurity","ObservationSR","Observation.value","LOINC","LA6729-3","Sometimes true","","","",""
"Food Insecurity","ObservationSR","Observation.value","LOINC","LA30966-8","Sometimes not enough to eat","","","",""
"Food Insecurity","ServiceRequest","ServiceRequest.code","CPT","97803","Medical nutrition therapy; re-assessment and intervention, individual, face-to- face with the patient, each 15 mintues","","","",""
"Food Insecurity","ServiceRequest","ServiceRequest.code","CPT","97802","Medical nutrition therapy; initial assessment and intervention, individual, face-to-face with the patient, each 15 mintues","","","",""
"Food Insecurity","ServiceRequest","ServiceRequest.code","CPT","97804","Medical nutrition therapy; group (2 or more individual(s)), each 30 minutes","","","",""
"Food Insecurity","ServiceRequest","ServiceRequest.code","CPT","96161","Administration of caregiver-focused health risk assessment instrument (eg, depression inventory) for the benefit of the patient, with scoring and documentation, per standardized instrument","","","",""
"Food Insecurity","ServiceRequest","ServiceRequest.code","CPT","96160","Administration of patient-focused health risk assessment instrument (eg, health hazard appraisal) with scoring and documentation, per standardized instrument","","","",""
"Food Insecurity","ServiceRequest","ServiceRequest.code","CPT","96156","Health behavior assessment or re-assessment (ie, health-focused clinical interview, behavioral observations, clinical decision making)","","","",""
"Food Insecurity","ServiceRequest","ServiceRequest.code","HCPCSII","S9470","Nutritional counseling, dietitian visit","","","",""
"Food Insecurity","ServiceRequest","ServiceRequest.code","SNOMED CT US","464211000124100","Education about Community Meals Program (procedure)","","","",""
"Food Insecurity","ServiceRequest","ServiceRequest.code","SNOMED CT US","441201000124108","Counseling about nutrition using cognitive-behavioral theoretical approach (procedure)","","","",""
"Food Insecurity","ServiceRequest","ServiceRequest.code","SNOMED CT US","441041000124100","Counseling about nutrition (procedure)","","","",""
"Food Insecurity","ServiceRequest","ServiceRequest.code","SNOMED CT US","385767005","Meals on wheels provision education (procedure)","","","",""
"Food Insecurity","ServiceRequest","ServiceRequest.code","SNOMED CT US","308440001","Referral to social worker (procedure)","","","",""
"Food Insecurity","ServiceRequest","ServiceRequest.code","SNOMED CT US","1759002","Assessment of nutritional status (procedure)","","","",""
"Food Insecurity","ServiceRequest","ServiceRequest.code","SNOMED CT US","103699006","Patient referral to dietitian (procedure)","","","",""
"Food Insecurity","ServiceRequest","ServiceRequest.code","SNOMED CT US","1004109000","Assessment of goals to achieve food security (procedure)","","","",""
"Food Insecurity","ServiceRequest","ServiceRequest.code","SNOMED CT US","1002224003","Assessment for food insecurity (procedure)","","","",""
"Food Insecurity","ServiceRequest","ServiceRequest.code","SNOMED CT US","1002225002","Assessment of barriers in food insecurity care plan (procedure)","","","",""
"Food Insecurity","ServiceRequest","ServiceRequest.code","SNOMED CT US","1004110005","Coordination of resources to address food insecurity (procedure)","","","",""
"Food Insecurity","ServiceRequest","ServiceRequest.code","SNOMED CT US","464271000124109","Education about medically tailored meal program (procedure)","","","",""
"Food Insecurity","ServiceRequest","ServiceRequest.code","SNOMED CT US","464611000124102","Coordination of care team (procedure)","","","",""
"Food Insecurity","ServiceRequest","ServiceRequest.code","SNOMED CT US","441301000124100","Counseling about nutrition using social support strategy (procedure)","","","",""
