id,name,alternate_name,description,email,url,tax_status,tax_id,year_incorporated,legal_status
202,FLOC,"For Love of Children","For Love of Children (FLOC) provides educational services beyond the classroom to help students succeed from first grade through college and career. FLOC brings together students, volunteers, families, and community partners in proven programs that teach, empower, and transform.

FLOC&rsquo;s services are provided for free to students from low-income families in the District of Columbia and West Virginia. Our experience shows that when students are encouraged and prepared, they can overcome any challenges and complete their educations.",,https://floc.org/,,,,
203,"Allen Chapel AME",,"A local church offering a food pantry and clothing closet to the community.",greed@acamec.org,http://acamec.org/,,,,
204,"Collaborative Solutions for Communities (CSC)","Columbia Heights/Shaw Collaborative","A community organization in DC providing numerous services to help families ranging from parenting skills, to housing services, to youth sports.",​​info@wearecsc.org,https://www.wearecsc.org/,,,,
205,"Andromeda Transcultural Health",,"Program to enhance awareness of available mental health services in Washington, DC by engaging the Latino community in outreach events where pamphlets, brochures, and other educational materials will be disseminated."," info@andromedadc.org",http://www.andromedadc.org/,,,,
206,"DC OFFICE OF THE CHIEF OF POLICE",,"Provides Crisis Intervention services, including Immediate need mental health, protection, victim, or legal assistance",,http://www.mpdc.dc.gov,,,,
207,"DC Department of Behavioral Health (DBH)",,"The District of Columbia offers four locations where young people can go to seek help for a drug or alcohol issue. If a young person, under the age of 21, lives in DC and needs help or just wants to talk to someone about his/her drug or alcohol use, he/she can contact one of the treatment providers which are available through a network of providers."," dbh@dc.gov",http://dbh.dc.gov,,,,
208,"Father McKenna Center",,"The Father McKenna Center is an independent 501(c)3 in the Ignatian Catholic tradition, steps from the US Capitol in Washington, DC. We serve men struggling with homelessness and families in Ward 6 dealing with food insecurity. We provide a structured program supporting our mission of Meetings Needs&hellip; Reclaiming Lives. We depend on community support. If you are able to help you can pray for us, volunteer with us, or donate to support our work.",,,,,,
209,"DC Public Library (DCPL) System",,"The District of Columbia Public Library (DCPL) is the public library system for residents of Washington, D.C. The system includes 26 individual libraries including Martin Luther King Jr. Memorial Library (the central library).

The DC Public Libraries have varying hours of operation and all offer a wide range of services. Beyond checking out books, the Library offers adult education/literacy courses, computer courses, tax preparation assistance, college planning services, and services for job seekers. For more information on each specific library branch refer to the DCPL website. Residents of the DC Metropolitan Area can apply for a library card online or in person by providing identification that includes name and address.",,https://www.dclibrary.org,,,,
210,"Breathe DC",,"Breathe DC makes every breath count by promoting healthy lifestyles and preventing lung disease throughout the District of Columbia, especially in communities affected by health disparities. We advocate for stronger laws and policies to safeguard healthy air and protect lungs from smoke, air pollution and allergens. Our public health programs empower youth and adults with lung diseases like asthma and COPD to lead fuller, more active lives.",info@breathedc.org,https://breathedc.org,,,,
211,"DC Central Kitchen",,"Community kitchen cafe offering a variety of social ventures to the community including:
- Culinary job training
- Cafe and catering
- Healthy school food
- Healthy corner stores
- Community meals",,http://www.dccentralkitchen.org/,,,,
212,OIC/DC,"Opportunities Industrialization Center","Offers services to unemployed individuals seeking professional development.",,http://oicdc.org/,,,,
213,"Helping Hands Food Distribution Ministry (First Rising Zion Baptist)",,"An emergency food pantry once every other Tuesday from 10:00AM to 12:00PM.",,http://www.firstrising.org/community-outreach/helping-hands.html,,,,
214,"The United Church",,"A local church offering services to the community.",info@theunitedchurch.org,http://www.theunitedchurch.org/,,,,
215,"Community Outreach and Development ","Community Development Corporation Community Outreach","Community Outreach and Development (Community Development Corporation Community Outreach) is a nonprofit organization established in the year 2000 whose mission is developing and implementing programs to better the quality of life for families and individuals. Our vision is to provide quality

services that enable  persons to become self-sufficient and

productive members of the community. Our main service

areas are outlined in this brochure: Community Services

and Economic Development.



The programs implemented are focused on nurturing

self-empowerment, which we believe creates a better

quality of life for those persons who contact us.  Each year,

we serve more than 6,500 individuals, with  everything

from food and clothing to financial assistance and

workforce development resources.



We recognize that alone we are unable to address the many needs of our community; because of this, we have initiated many partnerships with law enforcement, educators, the   business community, the faith  community, and the agencies and organizations that share our  mission.. It is through these partnerships that we have been able to accomplish many of our  successes.",,https://www.communityoutreachcdc.org/,,,,
